Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;lat1;long1;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes;id_rtrw;latitude;longitude;is_gced_alltime;is_gc_hari_ini
6723;2567850;WAHANA KARYA;Jl. KH. Dewantara Gg. Anugrah Rt. 012 Rw. 005;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im5zemRkVVRWZExaYnU2OEM5VStrenc9PSIsInZhbHVlIjoiL2krSjJUWStreStVMFN4dEt0QVJTQT09IiwibWFjIjoiNDRiODFlNTgwOWJmOGRlNzZmMGY1OTM3NTRjY2U5NjQ1ODM1NDJmNzk2NGQ5YTFmOWVlNGMzOWM1YTZhYzI3YSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 47411]; [Kegiatan Usaha: Perdagangan Eceran Komputer Dan Perl...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;wahana karya;0.935183487;1;1;WAHANA KARYA;Jl. KH. Dewantara Gg. Anugrah;jl kh dewantara gg anugrah rt 012 rw 005;135;47;wahana karya jl kh dewantara gg anugrah rt 012 rw 005 kbli47;1;0;1;0;Aktif;Jl KH Dewantara Gg Anugrah Rt 012 Rw 005;12;5;;;NAIK 0702 - 15.15 WITA;6401040004_12_5;-1.91719;116.19379;0;0
6733;2570860;WINDASARI;JL.HOS COKROAMINOTO                               , TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjN2cG5ScFkzSnp0UGhFSENabW1nakE9PSIsInZhbHVlIjoiK044Wlo2ODhvaTFMTDlxK05GZHhPZz09IiwibWFjIjoiZTA4ZTY0OTY2MWVjMjMyYjQwNjNhMjVmMGU2NGYwNjZjZDNjMDAxM2E4NzdjNTM2YmMyY2M4MGM2ODhjZTJhZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42918];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;windasari;0.853144206;1;1;WINDA SARI, CV;JL HOS. COKROAMINOTO NO.39;jl hos cokroaminoto tanah grogot;136;42;windasari jl hos cokroaminoto tanah grogot kbli42;1;0;1;0;Aktif;JLHOS COKROAMINOTO TANAH GROGOT;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9164426;116.1935221;0;0
6766;2517470;SADURENGAS ABADI;RM. NOTO SUNARDI NO.55;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjZiQzdESHZLNW1IbC9LNFdlYjNKbkE9PSIsInZhbHVlIjoib2VCUHd1T29RNit3dFhKTERVRG5qdz09IiwibWFjIjoiNWExMDU1ZTA3NjUzZGQzOTM2NTJjNGQwYmYzYzBkNzc4ZTNlMzA2NDRkMDRmYjQ4OGViMDM3ZTUxZjAzZWU4MyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 46100]; [Kegiatan Usaha: Aktivitas Penyewaan dan Sewa Guna Us...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sadurengas abadi;0.8046022;1;1;SADURENGAS JAYA ABADI;JL.RM.Noto Sunardi No.55;rm noto sunardi no 55;137;46;sadurengas abadi rm noto sunardi no 55 kbli46;1;0;1;0;Aktif;RM NOTO SUNARDI NO55;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9163492;116.188558;0;0
6809;2605795;GEMILANG BERKAH PERSADA;Jl. Gajah Mada Rt. 007 Rw. 003;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImozeVQzWHkxVTlBUFk5SW0rajc4NlE9PSIsInZhbHVlIjoiMUwrT056cHNUTXRwRVNHVkN6ZksyQT09IiwibWFjIjoiYTQ5OTE3MDMyMjUxYjI4MGM4NzM5M2VlZTNjZDQxNDRmNzYzZjlkOWNjYjY4ZjE1MzkwZjU2YzlmZDkyNmMyMiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Konstruksi Gedung Lainnya, Kategori: , KBLI: 41019]; [Kegiatan Usaha: -, Kategori: ...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;gemilang berkah persada;0.964873557;1;1;GEMILANG BERKAH PERSADA, pt;Jl. Gajah Mada Rt. 007 Rw. 003;jl gajah mada rt 007 rw 003;139;41;gemilang berkah persada jl gajah mada rt 007 rw 003 kbli41;1;0;1;0;Aktif;Jl Gajah Mada Rt 007 Rw 003;7;3;;;NAIK 0702 - 15.15 WITA;6401040004_7_3;-1.90916;116.188706;0;0
6810;17858831;GEMILANG BERKAH PERSADA, pt;Jl. Gajah Mada Rt. 007 Rw. 003;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IndtbVBIV2xRV3hueG5VTDhVNkxRd2c9PSIsInZhbHVlIjoia2lJbW5ySWJpTDdyYTRXemtrQnQ5UT09IiwibWFjIjoiYmI3Njk3ZTAwMWMzMjc5MWQ4NzM5ODQzOTAwZjg0YTJkMjcwMGY4ZWIwNGRjNmUzZTRkNzcxMzAxODgwYzhjNSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: F, KBLI: -]; [Kegiatan Usaha: -, Kategori: G, KBLI: -]";;;45962;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;gemilang berkah persada;0.964873557;1;4;GEMILANG BERKAH PERSADA;Jl. Gajah Mada Rt. 007 Rw. 003;jl gajah mada rt 007 rw 003;139;0;gemilang berkah persada jl gajah mada rt 007 rw 003 kbli00;4;0;0;0;Aktif;Jl Gajah Mada Rt 007 Rw 003;7;3;;;NAIK 0702 - 15.15 WITA;6401040004_7_3;-1.90916;116.188706;0;0
6851;2626232;DZARWA;JL SULTAN HASANUDDIN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IndDYzd5dytQNnNoUzdyVGFadmVlMVE9PSIsInZhbHVlIjoiN0FBM0JqK2FLdDRjL1ozdENMc1NEUT09IiwibWFjIjoiYTg2NDEzMzRmNTMwMzBjMzA4ZmFjNjIwMGJlNDg4ZWQ3ZDY1ZjMyODg0MTUyM2E2MmM3ZTQzMTlmZGZmYTUxMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42918];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;dzarwa;0.847981101;1;1;WIRA;JALAN SULTAN HASANUDDIN;jl sultan hasanuddin;141;42;dzarwa jl sultan hasanuddin kbli42;1;0;1;0;Aktif;JL SULTAN HASANUDDIN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9199895;116.1951828;0;0
6980;2644366;DARUT TARBIYAH PASER;JL.RM.NOTO SUNARDI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjNiQVpVck5OcmllWmhkdFRzRFMyQnc9PSIsInZhbHVlIjoiVk9wV0wyak5UeTRtNHo4VzRuUE83Zz09IiwibWFjIjoiMjZmZTk0NDgzOWI4NzEyZmMzMjMxYjQyYmEyNGYyMjM4NTM4N2VjMTc0N2QwMzA1ZDJlOGRlNGEyOTEwYWYxNCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: S, KBLI: 94910];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;darut tarbiyah paser;0.839498443;1;1;PC SAPMA PASER;JL. RM. NOTO SUNARDI;jl rm noto sunardi;144;94;darut tarbiyah paser jl rm noto sunardi kbli94;1;0;1;0;Aktif;JLRMNOTO SUNARDI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9163492;116.188558;0;0
7019;2646831;BORNEO TAKA;JL.RA.KARTINI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjhMVjNCK3ZXMHluemE3bFQvNFRQWXc9PSIsInZhbHVlIjoic1paM1o4TTdkUkk4bTlBaU9wZHVqZz09IiwibWFjIjoiNmVhMDFlNjYxYmYyZTI0MjU4NmM2MzY4ZWYxNDY2ZWZmMmY5NmY3ZGQ5NWI2NDFlZjZlZjQzYzQ5NTBlY2MwOCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46100];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;borneo taka;0.908889289;1;1;BORNEO TAKA, CV;JL RA KARTINI;jl ra kartini;145;46;borneo taka jl ra kartini kbli46;1;0;1;0;Aktif;JLRAKARTINI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.908559;116.194651;0;0
7071;2654287;FAMILY AGRO;JL RA. KARTINI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImsybHUrSmVZOXRDeWNwZERtNFV1YXc9PSIsInZhbHVlIjoiN2JlTWI5MmVrbzgwcnFGNTd2Mmk2UT09IiwibWFjIjoiNzlhMGJlZmIxM2NkYzhkNDM3MTBjZTIyYzllZmNlNjkzZmVjZTkzMzEzYjEyYzMzOTBjMzQwNTFlZDI1ZTdhYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46100];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;family agro;0.856104881;1;1;FAMILY AGRO, CV;JL RA KARTINI NO 02 A;jl ra kartini;146;46;family agro jl ra kartini kbli46;1;0;1;0;Aktif;JL RA KARTINI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.908559;116.194651;0;0
7143;6396059;BAMEGA INDAH, CV;JL GAJAH MADA NO 32;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ik9KKzNxVlYxRTVxSXNDNC9RZ1dMVEE9PSIsInZhbHVlIjoiSStZWnNtclI4czhJeTFhQXZUZTFHUT09IiwibWFjIjoiMGQ1MDhjYjhkNTQxYmIwYTA3ZWRlZGUyM2MzNGY1YjIzNzdhOWRjYjEzYmZjZWM5ZjhkMTIxNmVhYmNkYTVhOSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;46006;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;bamega indah;0.800354095;1;4;BAMEGA INDAH;Jl. Gajah Mada Rt. 008 Rw.003 No. 32;jl gajah mada no 32;147;0;bamega indah jl gajah mada no 32 kbli00;4;0;1;0;Aktif;JL GAJAH MADA NO 32;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9092068;116.1873297;0;0
7340;2746101;LAVAN JAYA ABADI;Jl.Hos.Cokroaminoto;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ik1LaDduckJzemQwN3owL1VDbEpQVWc9PSIsInZhbHVlIjoiUDdjckxkcnJVcGgzbFJnbkRITGNLZz09IiwibWFjIjoiOTRlMGViMzUzOWE2NzI2OGZkYmI1YTRjZDkzYWU2YWI0ODRjNGMzZjkzZTc3YWJkNTg1Y2I1NjdkNzgxZjI4NCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Konstruksi Gedung Hunian, Kategori: , KBLI: 41011]; [Kegiatan Usaha: -, Kategori: G...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;lavan jaya abadi;1;1;1;LAVAN JAYA ABADI, CV;JL HOS COKROAMINOTO;jl hos cokroaminoto;151;41;lavan jaya abadi jl hos cokroaminoto kbli41;1;0;1;0;Aktif;JlHosCokroaminoto;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9164426;116.1935221;0;0
7423;2778514;GAMA TEHNIK MANDIRI;JL. DR. CIPTO MANGUNKUSUMO RT. 003 RW. 004;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Iit6RU1pS3B6cm0yenRFa1k0V3NJZHc9PSIsInZhbHVlIjoiVGJJMmZ2bFZUQWpseXBaQ2JtRnRzdz09IiwibWFjIjoiNTA5YmNkOTc3YzYwMDlhM2Y3NTg3NDJiOTMzOGU0MGFkODhiZTZmYzliYWQ1OThjNzEzNDExMGQxZDRmNTY4YyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 46100]; [Kegiatan Usaha: Perdagangan Eceran Peralatan Listrik...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;gama tehnik mandiri;0.831446233;1;1;GRIYA TEHNIK MANDIRI;JL. DR. CIPTO MANGUNKUSUMO;jl dr cipto mangunkusumo rt 003 rw 004;153;46;gama tehnik mandiri jl dr cipto mangunkusumo rt 003 rw 004 kbli46;1;0;1;0;Aktif;JL DR CIPTO MANGUNKUSUMO RT 003 RW 004;3;4;;;NAIK 0702 - 15.15 WITA;6401040004_3_4;-1.90171;116.189459;0;0
7480;2781075;MAGFIRAH;JALAN KANDILO BAHARI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlJKd29ISXlSSERsYis1L2wvTDIyNFE9PSIsInZhbHVlIjoiN3poRklSL1BOUUozZ1UwM1FqV2dBQT09IiwibWFjIjoiOTcxOGNjOTA5NGJlYjgwM2Y3ODJmMzJmZGRjYzA5ZThmZjBiMmFjZWI0YWVmZWQ1YmNlZWMyZjI5ZTdlZmQyNyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46100];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;magfirah;0.805958545;1;1;MAGFIRAH, CV;JL KANDILO BAHARI;jalan kandilo bahari;154;46;magfirah jalan kandilo bahari kbli46;1;0;1;0;Aktif;JALAN KANDILO BAHARI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9177055;116.1972105;0;0
7497;6396069;MAGFIRAH, CV;JL KANDILO BAHARI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImZoS1dGVGs5SVhrTHppQ0srRGNlMGc9PSIsInZhbHVlIjoiZDVyMUFmRW53YWhTcXNhQk1EeGhNQT09IiwibWFjIjoiNTI3MWMzNjlhN2UxOWVhYjA1YzliZWUyMzZiMTI1N2U4MWMwNjJkN2MzZmFiYjAzODBmYTJhMTI2MjI1YzYxNCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;46006;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;magfirah;0.805958545;1;4;MAGFIRAH;JALAN KANDILO BAHARI;jl kandilo bahari;154;0;magfirah jl kandilo bahari kbli00;4;0;1;0;Aktif;JL KANDILO BAHARI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9177055;116.1972105;0;0
7644;2801351;MEGA AUTO FINANCE;JL KI.HAJAR DEWANTARA RT. 012 RW. 005;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNTTm5XNHdDQUVxL3EwanVaekpEUHc9PSIsInZhbHVlIjoic0UveGhVTWpWVXMxVmhESExVMU84QT09IiwibWFjIjoiYzg3YTUxYmRiM2JhOTE5MzlhYmZhZmM1N2QxN2ZhOTEyMTc0MTc4NGJiZWE1NjdmNmE0MGQ3MzhlZmM0N2ExNSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: K, KBLI: 64913];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;mega auto finance;0.90216309;1;1;MEGA CENTRAL FINANCE;JL KI.HAJAR DEWANTARA RT. 12 RW. 005;jl ki hajar dewantara rt 012 rw 005;158;64;mega auto finance jl ki hajar dewantara rt 012 rw 005 kbli64;1;0;1;0;Aktif;JL KIHAJAR DEWANTARA RT 012 RW 005;12;5;;;NAIK 0702 - 15.15 WITA;6401040004_12_5;-1.91719;116.19379;0;0
7647;2940219;MEGA CENTRAL FINANCE;JL KI.HAJAR DEWANTARA RT. 12 RW. 005;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlpoeFQ2ZU55ZGV1UFNWenl2NEdMbnc9PSIsInZhbHVlIjoiQm5nQU96M0xaeXhUU3o3OHRjU2hndz09IiwibWFjIjoiMDU1ZGUxYWUxYTI5MzFmODg4MjE0NjFiMzE3ZWQzMGRjMWNhNGM4YWUwNjI0OTU0YWY3YzcwMWE5Y2JmMzg1MSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: K, KBLI: 64913];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;mega central finance;0.90216309;1;4;MEGA AUTO FINANCE;JL KI.HAJAR DEWANTARA RT. 012 RW. 005;jl ki hajar dewantara rt 12 rw 005;158;64;mega central finance jl ki hajar dewantara rt 12 rw 005 kbli64;4;0;1;0;Aktif;JL KIHAJAR DEWANTARA RT 12 RW 005;12;5;;;NAIK 0702 - 15.15 WITA;6401040004_12_5;-1.91719;116.19379;0;0
7671;2802670;PASIR PUTIH GEMILANG;JL. JEND. AHMAD YANI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjMzNDhhY0tpN1k1cVMyOVkxZEx4UlE9PSIsInZhbHVlIjoiSC9VYVBuQlJMOC9tNWtXM3J5S0FhZz09IiwibWFjIjoiNzg3MGI3YjFiMzZkNzA4NGFjMjYzYzJmZDI3YjU2NDg2NTkwMWY4NTRlYTNjZGRjYTMxNDA1MzBmMmI3ZDRjZCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 47724]; [Kegiatan Usaha: Perdagangan Besar Mesin, Peralatan D...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;pasir putih gemilang;0.839353514;1;1;PASIR PUTIH GEMILANG, CV;JL AHMAD YANI GG PADAT KARYA;jl jend ahmad yani;159;47;pasir putih gemilang jl jend ahmad yani kbli47;1;0;1;0;Aktif;JL JEND AHMAD YANI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9059806;116.1948311;0;0
7721;2863262;CITRA ABADI;JL.GAJAH MADA NO.72 RT.007/003, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InFTbDZzZkVxR3pkK0JmRDZMdGxnMkE9PSIsInZhbHVlIjoicjVONjhsQ1NWYkEvMzFuR0pHdyt4dz09IiwibWFjIjoiY2QwZjg1NmY3M2M4YjdhNjYwMTUwOTYxYjQ5MDM5MWJmYjhhMGU0OGIwZjU0M2ZhNGNjN2VhYmU5OTIzY2RiZSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46100];;;45664;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;citra abadi;0.834362606;1;1;CITRA ABADI, CV;JL GAJAH MADA NO 72 TANAH GROGOT;jl gajah mada no 72 rt 007 003 tanah grogot;160;46;citra abadi jl gajah mada no 72 rt 007 003 tanah grogot kbli46;1;0;1;0;Aktif;JLGAJAH MADA NO72 RT007003 TANAH GROGOT;7;3;;;NAIK 0702 - 15.15 WITA;6401040004_7_3;-1.90916;116.188706;0;0
7753;2875624;EDUCATION AGRICULTURE YOUTH EMPOWERMENT;R.M. NOTO SUNARDI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImppZm11ejAwYmlWcXU4SFZzYXkwZXc9PSIsInZhbHVlIjoiUnRoQk1Lc2pHVTVlbk4zMThjUytoZz09IiwibWFjIjoiY2UwZWNkNGU5MTEwNjk1MDFiZDkwMDY1NmIxOTVlOTY0NGMxYTcyY2VmNTg3MTY1MTZhNjU3YzUwNzdlM2IxMiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: P, KBLI: 85500];;;46006;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;education agriculture youth empowerment;0.975137966;1;1;EDUCATION AGRICULTURE YOUTH EMPOWERMENT;Jalan R.M Noto Sunardi;r m noto sunardi;161;85;education agriculture youth empowerment r m noto sunardi kbli85;1;0;1;0;Aktif;RM NOTO SUNARDI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9163492;116.188558;0;0
7789;2919035;ALDY JAYA;JL. SULTAN HASANUDDIN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InlrNDFOdFpENFYrNEI4UThWWEUxK2c9PSIsInZhbHVlIjoiK1Z2U2tKOGd3VVhpeVBqbGpSUW1sdz09IiwibWFjIjoiODA4N2ZjN2YzN2FmMzUzNTI4ZThjZTIyM2U3NDk3OGZhNzNiZjdmM2VlY2YwNzZmMzM4ZmZkOTliMWE3ODA3NyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 46100]; [Kegiatan Usaha: Konstruksi Jaringan Irigasi dan Drai...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;aldy jaya;0.83735083;1;1;DAVIAN;Jalan Sultan Hasanuddin;jl sultan hasanuddin;162;46;aldy jaya jl sultan hasanuddin kbli46;1;0;1;0;Aktif;JL SULTAN HASANUDDIN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9199895;116.1951828;0;0
7832;2934340;ROTTERDAM CONSULTANT;Jl. Gajah Mada, Gg. Cendana, No.9;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IklCVElwZnBnbk5nM3hWcGhJR21qQVE9PSIsInZhbHVlIjoiSDlMbFEydTlNb2tCOTRYYWRIU3dXZz09IiwibWFjIjoiYjllN2M5MzRiNjcwNDE3MzIxMjdmOTFkYzI4OTIxNDBhMDViZjU2ZTRkMjQ5MWMzYTdlOTFkZmMxNjdhYjUyNiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: M, KBLI: 71101]; [Kegiatan Usaha: Aktivitas Keinsinyuran dan Konsultas...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;rotterdam consultant;0.872793573;1;1;ROTTERDAM CONSULTANT, CV;JL GAJAH MADA GG. CENDANA NO 09 TANAH GROGOT;jl gajah mada gg cendana no 9;164;71;rotterdam consultant jl gajah mada gg cendana no 9 kbli71;1;0;1;0;Aktif;Jl Gajah Mada Gg Cendana No9;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9092068;116.1873297;0;0
7854;3009822;SYAHRAM BERKAH JAYA;JL.  R.M. Noto Sunardi;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNVSDZTa3cvTWJEeHZSSGxzdFdLdnc9PSIsInZhbHVlIjoiWTM2MFhuaEF2TlVXNHh2alNSSmo2Zz09IiwibWFjIjoiMGQ2ZTg2MWY3YmRkZmZlNDVmZGE5YTVhMjFhZmJjZTU2MGJjZDg0MTcxYTRjZTY3N2RlMDJjN2UwZDUzODAwYSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: F, KBLI: 41019]; [Kegiatan Usaha: Konstruksi Gedung Lainnya, Kategori:...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;syahram berkah jaya;0.932259316;1;1;SYAHRAM BERKAH JAYA, CV;JL. R.M. Noto Sunardi RT/RW 004/005;jl r m noto sunardi;165;41;syahram berkah jaya jl r m noto sunardi kbli41;1;0;1;0;Aktif;JL RM Noto Sunardi;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9163492;116.188558;0;0
7860;6396143;SYAHRAM BERKAH JAYA, CV;JL. R.M. Noto Sunardi RT/RW 004/005;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Iml3SXMwQ01XNmc2enlhVmUzYXpvZ3c9PSIsInZhbHVlIjoiRXpiNUVSLzFjMDBHOEhMRVVzWmxYQT09IiwibWFjIjoiYTlkMjNkMmVkOTU2ODg1OTQzNGNmZWVhMWQ2NTIzY2UyZTdlMGU3MWMxNjYwYTZiYWU4NmQ3NmFkZTdiY2IzZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 41019];;;45664;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;syahram berkah jaya;0.932259316;1;4;SYAHRAM BERKAH JAYA;JL.  R.M. Noto Sunardi;jl r m noto sunardi rt rw 004 005;165;41;syahram berkah jaya jl r m noto sunardi rt rw 004 005 kbli41;4;0;1;0;Aktif;JL RM Noto Sunardi RTRW 004005;4;5;;;NAIK 0702 - 15.15 WITA;6401040004_4_5;-1.91588;116.190193;0;0
