Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;lat1;long1;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes;id_rtrw;latitude;longitude;is_gced_alltime;is_gc_hari_ini
12898;29918505;JUMRANI;JL. KANDILO BAHARI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im9KenJTUHNCSDA2N2k4MktSUHNYRVE9PSIsInZhbHVlIjoiQVFBMTJwdDdKWmJwVEFncUoxV0wwQT09IiwibWFjIjoiMzM4NWRmNzI4YTM3NzdjZDhlNWU5NmY5YWQ3MTU1ZTFjM2M3NmYxNzJlODUzMTFjNWYxMWI4ZmExMDljNTQ5OCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 01262];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;jumrani;0.850987169;1;1;JUMAIYAH;JL KANDILO BAHARI;jl kandilo bahari;595;1;jumrani jl kandilo bahari kbli01;1;0;1;0;Aktif;JL KANDILO BAHARI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9177055;116.1972105;0;0
12918;32558517;JUMAIYAH;JL KANDILO BAHARI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Impwc01QMGw4TThXZ2NPQkxLVjVQalE9PSIsInZhbHVlIjoiYlJHWHRpdTFlalB0NTV3ZmZ6VVhyUT09IiwibWFjIjoiNGEzZjdmMjhmNjIyNWQ0ZmEwZjEyNWJjYWNmMDUzMWZlNmI2ZmRmMzAwZTliNWZjOWJlMjYwODg1MTcwNzIxNCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 01262];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;jumaiyah;0.850987169;1;4;JUMRANI;JL. KANDILO BAHARI;jl kandilo bahari;595;1;jumaiyah jl kandilo bahari kbli01;4;0;1;0;Aktif;JL KANDILO BAHARI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9177055;116.1972105;0;0
12920;26621611;HARIANI;JL. KANDILO BAHARI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IllvekxEanp5N2RmT0hZU1o4RTQxSVE9PSIsInZhbHVlIjoiRkxnb2xRRzdZVG8yNXdySHRwZlFZUT09IiwibWFjIjoiNWYzMTUzYmI5YjgxODBkM2RmNTExMzdlNGM3NzRmYjVhNDMxODdlMzE5ZjkzYWJjMDZiNmVhMmIyODZiMDZlMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 10794];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;hariani;0.85423783;1;1;krupuk acil hariani <hariani>;jln kandilo bahari, RT 1/RW 1;jl kandilo bahari;596;10;hariani jl kandilo bahari kbli10;1;0;1;0;Aktif;JL KANDILO BAHARI;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9177055;116.1972105;0;0
12950;18345819;DINASTI QING;JL. SULTAN HASANUDDIN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InBMVXBsb1JWMHRoZitxK05LS3MrZUE9PSIsInZhbHVlIjoiT0VIbG9lT3R0VXVvUGFMSC8yckhGQT09IiwibWFjIjoiOTQwNDMxZDUzYTE5NTY0ZTI4NWQ4NDFiNWFiNTJiNjY0MTg4NjZhNDA0ZmY3ZjVjNDc1MGMzOTU4ZDIxNDkzYyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01132]; [Kegiatan Usaha: -, Kategori: -, KBLI: 01629]; [Kegia...";;;45985;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;dinasti qing;0.801362643;1;1;DAVIAN;Jalan Sultan Hasanuddin;jl sultan hasanuddin;599;1;dinasti qing jl sultan hasanuddin kbli01;1;0;1;0;Aktif;JL SULTAN HASANUDDIN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9199895;116.1951828;0;0
13004;29076757;TYAS LUVIA EFENDI;Jl, Kandilo Bahari Gang Reformasi 8;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkJ2YndXWE5wUVZJd0dMVEF2WkptdGc9PSIsInZhbHVlIjoiYmlPZFlJcUM3VTdtYlIwTDNMb2FSUT09IiwibWFjIjoiYzk5M2YyYTNjNjBlYTg3OGQyNTNjMmFhYTA2ZDBkM2FlMjFjNDllNzY1MWRlMGY3MzgyNWUzZTlhYWJmNTI3MyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 10794]; [Kegiatan Usaha: Industri Kerupuk, Keripik, Peyek Dan...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;tyas luvia efendi;0.835941964;1;1;BAHARI CAKE;Jl. Kandilo Bahari Gg. Reformasi 1 No.13;jl kandilo bahari gang reformasi 8;601;10;tyas luvia efendi jl kandilo bahari gang reformasi 8 kbli10;1;0;1;0;Aktif;Jl Kandilo Bahari Gang Reformasi 8;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9202149;116.1974816;0;0
12992;6584950;BAHARI CAKE;Jl. Kandilo Bahari Gg. Reformasi 1 No.13;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InY3SzNqcndXVmFVVDlEZlVjck5vSkE9PSIsInZhbHVlIjoiOW5VRjdUQUxRakVSMTRmWTBad0Y0Zz09IiwibWFjIjoiYTcxY2MzZGYwMGJhMGJkYTNjZGQ1MWQzZTY0MzdjNDI1NTI2NTM4MTMxNTk5YTI0NTQ4NjliZTA1MzhjZjQ1MyIsInRhZyI6IiJ9;;[Kegiatan Usaha: MEMBUAT BOLU BAKAR (Bahan: TEPUNG), Kategori: C, KBLI: 10710];;;45693;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;bahari cake;0.835941964;1;4;TYAS LUVIA EFENDI;Jl, Kandilo Bahari Gang Reformasi 8;jl kandilo bahari gg reformasi 1 no 13;601;10;bahari cake jl kandilo bahari gg reformasi 1 no 13 kbli10;4;0;1;0;Aktif;Jl Kandilo Bahari Gg Reformasi 1 No13;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9202149;116.1974816;0;0
13017;31577816;ARAS;JL. ST. HASANUDDIN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InVTNU4yekJrTm56RUhFNHJkUnBTeGc9PSIsInZhbHVlIjoiaVYvb0g0VmtTWE1neUVIdzJJeXJUQT09IiwibWFjIjoiYTYyYjI1NDUyYjVjYmFiMGM0ZjFhNjI0YzQyZWI4ZmUzZWJjZjkxNTMxMzA4YzU2NTdiZGMyZGU1NzczZWE4MSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47241]; [Kegiatan Usaha: -, Kategori: -, KBLI: 47192]; [Kegia...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;aras;0.861426381;1;1;SAM'ANI;JL. ST. HASANUDDIN;jl st hasanuddin;602;47;aras jl st hasanuddin kbli47;1;0;1;0;Aktif;JL ST HASANUDDIN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9199895;116.1951828;0;0
13031;31463138;HADIATI;JL. HOS COKROAMINOTO;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Imk3WHI5U0owSGpMV3ZkbUZhVUEzUHc9PSIsInZhbHVlIjoiU0NZeHFMaVEvNGlXSUk2U1BpU09RUT09IiwibWFjIjoiZGE2ZjQzNjllNWFiYmE3MTRmN2QwZGZmYzFjZWM1MGFiM2M3NWRjYzkyZDE5MDJiMmM4NTQ5ZGNmMWI0YWYyZSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 56102]; [Kegiatan Usaha: Rumah/Warung Makan, Kategori: , KBLI...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;hadiati;0.816286478;1;1;AMSYAH;JL. HOS COKROAMINOTO;jl hos cokroaminoto;603;56;hadiati jl hos cokroaminoto kbli56;1;0;1;0;Aktif;JL HOS COKROAMINOTO;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9164426;116.1935221;0;0
13056;28388385;VALENTINA;JL. SULTAN IBRAHIM KHALILUDDIN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InBFUzhPM2srZjBFSk5LR2dHekQ0Vmc9PSIsInZhbHVlIjoic2dZQXRseStROEk5VzMxcGtXZ2J1UT09IiwibWFjIjoiN2MxZTUxMTIzNGMwYjgwODAwMDYwMGE4NTcyMzU0NjU5YjI0YWUyMDRiYzVmOGM4Zjk0OWZiODg5Y2E2Yjc5YiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 56290]; [Kegiatan Usaha: -, Kategori: -, KBLI: 10710]; [Kegia...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;valentina;0.820594142;1;1;SIDO MAMPIR;JALAN SULTAN IBRAHIM KHALILUDDIN;jl sultan ibrahim khaliluddin;604;56;valentina jl sultan ibrahim khaliluddin kbli56;1;0;1;0;Aktif;JL SULTAN IBRAHIM KHALILUDDIN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9049526;116.1910421;0;0
13072;18346204;LULA ASSAN;JALAN SULTAN IBRAHIM KHALILUDIN NOMOR 79;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkNaNnp0WldpTlRYdUZoeUdscW82V2c9PSIsInZhbHVlIjoiSldPN3NIci9QVDcyN0tucWFLcDZ0Zz09IiwibWFjIjoiZDk2Y2M2NDExMGRkZTg3ODdlMmJkNmU5YTViYTcwYWU0NGJhYThjYTdiYjJlMGIyNDI1YzQ4MjU4ZTUyMDczZCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 18111]; [Kegiatan Usaha: -, Kategori: -, KBLI: 47611]; [Kegia...";;;46006;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;lula assan;1;1;1;LULA ASSAN;JALAN SULTAN IBRAHIM KHALILUDIN NOMOR 79;jalan sultan ibrahim khaliludin nomor 79;605;18;lula assan jalan sultan ibrahim khaliludin nomor 79 kbli18;1;0;1;0;Aktif;JALAN SULTAN IBRAHIM KHALILUDIN NOMOR 79;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9049526;116.1910421;0;0
13087;26475319;AIPAH;Jln. Sultan Ibrahim Khaliluddin;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Imlqclp0YXgxTDlKdW9naTBpaHZiM1E9PSIsInZhbHVlIjoiQ29mWEE3NHp1TnhnajJ3dFd0Sm44UT09IiwibWFjIjoiYmYzYjhjMDgzYWNiNzRiNjcwZGQ2ODYwNGM2NGRjZTEzNGJiN2U2MTI1YWYwYzYwZGViMDE4YmE4OGIxYzM3YyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Reparasi Dan Perawatan Sepeda Motor, Kategori: , KBLI: 45407]; [Kegiatan Usaha: -, ...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;aipah;0.866505487;1;1;DWIYONO M;JL. SULTAN IBRAHIM KHALILUDDIN;jln sultan ibrahim khaliluddin;606;45;aipah jln sultan ibrahim khaliluddin kbli45;1;0;1;0;Aktif;Jln Sultan Ibrahim Khaliluddin;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9049526;116.1910421;0;0
13133;18345742;RANES;Jl. Jenderal Ahmad Yani;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlFuc1ZRcU1sYm05OTRZMWhLWENjZFE9PSIsInZhbHVlIjoiVXBDUFFpZWRSMkdCbDRBQXdlNC9hdz09IiwibWFjIjoiMzYxYjE2OThhZjRlMGVhMGM3NGY1NDFmMzE2OWJiMTY3Yzk2ZWU2YzlkYTE5MmFiNzc4MjFkZTYzMjExNTk4MSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Perdagangan Eceran Furnitur, Kategori: , KBLI: 47591]; [Kegiatan Usaha: -, Kategori...";;;45985;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ranes;0.897794055;1;1;RANES;Jl. Jenderal Ahmad Yani;jl jenderal ahmad yani;611;47;ranes jl jenderal ahmad yani kbli47;1;0;1;0;Aktif;Jl Jenderal Ahmad Yani;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9059806;116.1948311;0;0
14313;43587450;JIBRIL ABADI;JL. KAPTEN PIERE TENDEAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjF6UWp2S0pBbDJ0c0swTWJrVzJlSFE9PSIsInZhbHVlIjoiRFNIM1VZbmVzQUt4bEoyc2g1bFRSQT09IiwibWFjIjoiMDQ0MDc5ODYzYWIxZWZlMGZhNDFkZGY0Y2UyMzBkNTk1NGIwZDIzZWNlNGQyMDRkOWI1ZjNiNGNlNDYzZTIxNCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 46638]; [Kegiatan Usaha: -, Kategori: -, KBLI: 42201]; [Kegia...";;;;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;jibril abadi;0.899589821;1;1;JIBRIL ABADI;JL. KAPTEN PIERE TENDEAN;jl kapten piere tendean;709;46;jibril abadi jl kapten piere tendean kbli46;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
16294;42732263;AR RIDHO KARYA;JL. KAPTEN PIERE TENDEAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImpZVlhSR3FsZzdBZFlUNGUrSGJEN0E9PSIsInZhbHVlIjoiOURhcHNURUVkdjFYOGVxWFZaWWNkQT09IiwibWFjIjoiYWJlMDFmYjMxMTlkMDhiNWQwMzI0OTUzZGM5NmQ0NDk4ZWE0NjY1ZjQwYWYyZDQ4YTBkMDM3NTg1NGMwYTc5MSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 18111]; [Kegiatan Usaha: -, Kategori: -, KBLI: 42101]; [Kegia...";;;;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ar ridho karya;0.816767697;1;1;AR RIDHO KARYA;JL. KAPTEN PIERE TENDEAN;jl kapten piere tendean;856;18;ar ridho karya jl kapten piere tendean kbli18;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
9114;4242415;RANIA TAMA CONSULTANT;JL. KAPTEN PIERE TENDEAN GG. SEPAKAT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Inp0MTkrUDNTSlJOTlNwL21FUEd6VFE9PSIsInZhbHVlIjoiVXVndmtJVkQxeTJtQzY0OVNieGh2Zz09IiwibWFjIjoiMTBlODk4ZDk4NDg2ODM1ZTYxNjMzNDRkMmQ2NzFiMWY5ZWZkMDkwODkyMGI5MTc5OTczMmUwYjgyODE1MjFhOCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: M, KBLI: 71101]; [Kegiatan Usaha: Aktivitas Arsitektur, Kategori: , KB...";;;45985;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;rania tama consultant;0.918985674;1;1;RIZTAMA CONSULTANT;JL. KAPTEN PIERE TENDEAN GG. SEPAKAT RT. 011 RW. 004;jl kapten piere tendean gg sepakat;222;71;rania tama consultant jl kapten piere tendean gg sepakat kbli71;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN GG SEPAKAT;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
13637;35928710;SEVEN SKY NUSANTARA;JL. KAPTEN PIERE TENDEAN GG. ZULFIKAR;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjNra25uSWhHQ082TERwNGpiZW9hM2c9PSIsInZhbHVlIjoiRGZPdnJQTFVSUXdiTkhnajRSMzlpQT09IiwibWFjIjoiZDMzMWI5YTk2ZGVkNDljMDZhMzYzNjBlNDliNTU3MGQzZDM2MzA3YWE4YmY5NmVhMGRiMzllOGFkMDVmYzdkMSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Aktivitas Agen Perjalanan Lainnya, Kategori: -, KBLI: 79119]; [Kegiatan Usaha: Kons...";;;46015;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;seven sky nusantara;0.886188715;1;1;SEVEN SKY NUSANTARA;JL. KAPTEN PIERE TENDEAN GG. ZULFIKAR;jl kapten piere tendean gg zulfikar;653;79;seven sky nusantara jl kapten piere tendean gg zulfikar kbli79;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN GG ZULFIKAR;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
10219;6395995;DAYEN, CV;JL KAPTEN PIERE TENDEAN NO 007;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjFGc1ZTZkxEY1dtcktSOVVsemhtZnc9PSIsInZhbHVlIjoibTNDTTBhdjh2NGZBVTIyK1VKL2Iwdz09IiwibWFjIjoiZWM2ZmI4MGIzYTA1YjU4Y2YyMGM2ODI1ZGNlODIwYzY3ZTY3ZDdhMDkzMTViNWVlYzA1ZDBmYTBjOWViZWRmMiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;46006;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;dayen;0.860351287;1;1;PASER TAKA, CV;JL KAPTEN PIERE TENDEAN NO 007;jl kapten piere tendean no 007;274;0;dayen jl kapten piere tendean no 007 kbli00;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN NO 007;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
562;153216;PASER WANGI, PT;JL KAPTEN PIERE TENDEAN NO 07;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlhxbE0rd3l0MkJudkc5cXg2NXVzVEE9PSIsInZhbHVlIjoiVC9TNVM2M05TU053Z1lHZ2NmMVE1QT09IiwibWFjIjoiMzUzNWQ2MTdjNTdlM2JhZDJkNTY0NDg0NzI0NTJmYzY2ZTk0MTNmZGVlZjFiZTNlNDg0ODdjMzNmNWQzOWU4MCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: JASA KONSULTAN KONSTRUKSI, Kategori: M, KBLI: 71101]; [Kegiatan Usaha: KONTRUKSI, K...";;;45800;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;paser wangi;0.844510767;1;1;PASER TAKA;kapten piere tendean No.70;jl kapten piere tendean no 07;7;71;paser wangi jl kapten piere tendean no 07 kbli71;1;0;0;0;Aktif;JL KAPTEN PIERE TENDEAN NO 07;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
13284;26118356;M. RIPDI;Jalan Sudarso Pasar Penyembolum Senaken;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImhCOTdqQmMwaEZKek00bUEvNHdNVmc9PSIsInZhbHVlIjoiSVhhQWlwdzNjY1QxV3BGT1U0aHR6dz09IiwibWFjIjoiNTQ5ODcxZDIwYzgxZjg2Yzc2YjZkN2I2NDJjNTJlMDgzOGUzZjYyN2QzOGFhYTUzY2IyMWI5NmQ4YTdhY2YyZiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Perdagangan Eceran Sepatu, Sandal Dan Alas Kaki Lainnya, Kategori: , KBLI: 47712]; ...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;m ripdi;0.903052467;1;1;HASANDANU;Jalan Yos Sudarso Pasar Penyembolum Senaken;jalan sudarso pasar penyembolum senaken;623;47;m ripdi jalan sudarso pasar penyembolum senaken kbli47;1;0;1;0;Aktif;Jalan Sudarso Pasar Penyembolum Senaken;0;0;;1;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9044159;116.2055345;0;0
13285;26928663;HASANDANU;Jalan Yos Sudarso Pasar Penyembolum Senaken;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkFTK1pPeFV5OVp1N0w4ODRZd3lzYnc9PSIsInZhbHVlIjoiTExpNjJ5OERFV2FQall6SHR3cjdCUT09IiwibWFjIjoiMGUxZmU5MWJmZWI4MTk5YzJjMjJhYjgzM2NmYjJmNDYxNTA3ZjUzZWZiNmM2OTVhYjcyYTdlNWNkZTI0ZTg3MSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 47214]; [Kegiatan Usaha: Perdagangan Eceran Hasil Peternakan,...";;;45995;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;hasandanu;0.903052467;1;4;M. RIPDI;Jalan Sudarso Pasar Penyembolum Senaken;jalan yos sudarso pasar penyembolum senaken;623;47;hasandanu jalan yos sudarso pasar penyembolum senaken kbli47;4;0;1;0;Aktif;Jalan Yos Sudarso Pasar Penyembolum Senaken;0;0;;1;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9044159;116.2055345;0;0
13293;29988102;SAMSUDIN;JL GAJAH MADA GG DAHLIA;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InVURHlLY2N5YnE4T1FJMTlJMitCS2c9PSIsInZhbHVlIjoiM3hFZEJydjc4K0dCZXBIMHI0cFFkQT09IiwibWFjIjoiODE1OWZhZTRiMzZmN2M4MDQ2MTFlNGY1YzBlZGMzZGZjYTg5M2E4NzNjMmFmZGQ0MmEwYjJkMjgwMjljYjM4ZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47869];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;samsudin;0.805474356;1;4;KUSMAN;JL. GAJAH MADA GG. DAHLIA;jl gajah mada gg dahlia;624;47;samsudin jl gajah mada gg dahlia kbli47;4;0;1;0;Aktif;JL GAJAH MADA GG DAHLIA;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9092068;116.1873297;0;0
10344;6396138;FAMILY TAKA, CV;JL KAPTEN PIERE TENDEAN NO 07;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InBBS0NhWDU0VnYrb1M1MkZIYjY3OGc9PSIsInZhbHVlIjoiTXBLaGI4bVUyc1N6YzZzNytFSWVMUT09IiwibWFjIjoiNTBhMDFkZjExZGQzNmYxOGMyNGQ4NzVmOTQ4Yzc3NjI2ZTc4YWJiYTUzNTJiYzVjMWNhZTlhMTE5YmYwNWY3NiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 41013];;;45665;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;family taka;1;1;1;FAMILY TAKA;JL. Kapten Piere Tendean NO. 07;jl kapten piere tendean no 07;281;41;family taka jl kapten piere tendean no 07 kbli41;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN NO 07;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
13304;29919843;MURIDA;Jl. Sultan  Hasanuddin;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjZ0ek1GVVJpSHcwS2xuL3M2em02ZFE9PSIsInZhbHVlIjoibm1qeHJXdlpFdENISnV4L0VLS1pUdz09IiwibWFjIjoiZjM4MWI1MWQxMzU4NGQ4OWQ0MmI4ZTJlNjU2Y2Y0NTAzYjcxOGFlMDdjNjJkNTY2MTk0MjIwYzA4YzZhOWE0NiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 56102]; [Kegiatan Usaha: Rumah/Warung Makan, Kategori: , KBLI...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;murida;0.851816648;1;1;MUJA'I;Jl. Sultan Hasanuddin;jl sultan hasanuddin;626;56;murida jl sultan hasanuddin kbli56;1;0;1;0;Aktif;Jl Sultan Hasanuddin;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.9199895;116.1951828;0;0
9438;4386357;RIA BAKTI;JL KAPTEN PIERE TENDEAN no. 33;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImJJWWI4TmpqdysxR0JLSVdXNnIwdXc9PSIsInZhbHVlIjoiNlc1Qk9RQTF2NkVrSHY4VVlwNmlsQT09IiwibWFjIjoiMDBiOWY0ZjgxNGIwNWJlOTk4ODdlYzE3MDQ0MGRlNGIxMGY4ZDVlYzIyMWFkY2ExZjMwNWRkNTkyNzdmNDVhMCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 41011];;;45664;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ria bakti;0.890440237;1;1;MIRA BAKTI, CV;JL KAPTEN PIERE TENDEAN;jl kapten piere tendean no 33;234;41;ria bakti jl kapten piere tendean no 33 kbli41;1;0;1;0;Aktif;JL KAPTEN PIERE TENDEAN no 33;0;0;;;NAIK 0702 - 15.15 WITA;6401040004_0_0;-1.902840;116.19551;0;0
