idsubsls;idsls;kdprov;kdkab;kdkec;kddesa;kdsls;kdsubsls;nmprov;nmkab;nmkec;nmdesa;nmsls;centroid_y;centroid_x
6401030008000400;64010300080004;64;1;030;008;0004;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;RT 004;-2.02426;116.226946
6401030008000500;64010300080005;64;1;030;008;0005;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;RT 005;-2.02776;116.229081
6401030008000600;64010300080006;64;1;030;008;0006;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;RT 006;-2.02297;116.240669
6401030008000700;64010300080007;64;1;030;008;0007;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;RT 007;-2.02655;116.224113
6401030008000800;64010300080008;64;1;030;008;0008;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;RT 008;-2.0231;116.225566
6401030008100100;64010300081001;64;1;030;008;1001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;PERKEBUNAN SAWIT;-2.02006;116.209211
6401030008100200;64010300081002;64;1;030;008;1002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;PERKEBUNAN SAWIT;-2.04994;116.236685
6401030009000100;64010300090001;64;1;030;009;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 001;-1.97517;116.25383
6401030009000200;64010300090002;64;1;030;009;0002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 002;-1.98059;116.252995
6401030009000300;64010300090003;64;1;030;009;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 003;-1.98112;116.257525
6401030009000400;64010300090004;64;1;030;009;0004;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 004;-1.98085;116.259035
6401030009000500;64010300090005;64;1;030;009;0005;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 005;-1.97734;116.26138
6401030009000600;64010300090006;64;1;030;009;0006;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 006;-1.98413;116.258711
6401030009000700;64010300090007;64;1;030;009;0007;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 007;-1.98407;116.263729
6401030009000800;64010300090008;64;1;030;009;0008;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 008;-1.98907;116.257806
6401030009000900;64010300090009;64;1;030;009;0009;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 009;-1.99571;116.257845
6401030009001000;64010300090010;64;1;030;009;0010;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 010;-1.98859;116.253846
6401030009001100;64010300090011;64;1;030;009;0011;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 011;-1.99313;116.25652
6401030009001200;64010300090012;64;1;030;009;0012;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 012;-1.99306;116.255558
6401030009001300;64010300090013;64;1;030;009;0013;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 013;-1.99335;116.254474
6401030009001400;64010300090014;64;1;030;009;0014;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 014;-1.99314;116.253423
6401030009001500;64010300090015;64;1;030;009;0015;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 015;-1.99378;116.252461
6401030009001600;64010300090016;64;1;030;009;0016;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 016;-1.99282;116.251287
6401030009001700;64010300090017;64;1;030;009;0017;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 017;-1.99388;116.249757
6401030009001800;64010300090018;64;1;030;009;0018;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 018;-1.99946;116.242215
6401030009001900;64010300090019;64;1;030;009;0019;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 019;-1.99101;116.24514
6401030009002000;64010300090020;64;1;030;009;0020;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 020;-1.98342;116.242475
6401030009002100;64010300090021;64;1;030;009;0021;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 021;-2.00375;116.251002
6401030009002200;64010300090022;64;1;030;009;0022;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 022;-1.98502;116.252938
6401030009002300;64010300090023;64;1;030;009;0023;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;RT 023;-2.02599;116.264369
6401030009100100;64010300091001;64;1;030;009;1001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;KEBUN PLASMA;-2.00209;116.26769
6401030009100200;64010300091002;64;1;030;009;1002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN BARU;KEBUN;-1.97384;116.272159
6401030010000100;64010300100001;64;1;030;010;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 001;-1.94631;116.250376
6401030010000200;64010300100002;64;1;030;010;0002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 002;-1.93042;116.277249
6401030010000300;64010300100003;64;1;030;010;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 003;-1.92612;116.254484
6401030010000400;64010300100004;64;1;030;010;0004;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 004;-1.95946;116.253873
6401030010000500;64010300100005;64;1;030;010;0005;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 005;-1.94499;116.247473
6401030010000600;64010300100006;64;1;030;010;0006;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 006;-1.9448;116.250535
6401030010000700;64010300100007;64;1;030;010;0007;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 007;-1.93918;116.248083
6401030010000800;64010300100008;64;1;030;010;0008;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 008;-1.93741;116.25102
6401030010000900;64010300100009;64;1;030;010;0009;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 009;-1.92405;116.285698
6401030010001000;64010300100010;64;1;030;010;0010;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 010;-1.92789;116.28991
6401030010001100;64010300100011;64;1;030;010;0011;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 011;-1.92186;116.288663
6401030010001200;64010300100012;64;1;030;010;0012;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;RT 012;-1.9255;116.2924
6401030010100100;64010300101001;64;1;030;010;1001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SULILIRAN;KEBUN;-1.94422;116.291334
6401030011000100;64010300110001;64;1;030;011;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 001;-1.96561;116.306591
6401030011000300;64010300110003;64;1;030;011;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 003;-1.96302;116.301553
6401030011001700;64010300110017;64;1;030;011;0017;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 002;-1.97224;116.304882
6401030011001800;64010300110018;64;1;030;011;0018;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 004;-1.96358;116.312527
6401030011001900;64010300110019;64;1;030;011;0019;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 005;-1.95619;116.312701
6401030011002000;64010300110020;64;1;030;011;0020;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 006;-1.96963;116.31159
6401030011002100;64010300110021;64;1;030;011;0021;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 007;-1.97562;116.314345
6401030011002200;64010300110022;64;1;030;011;0022;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 008;-1.97499;116.309228
6401030011002300;64010300110023;64;1;030;011;0023;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;RT 009;-1.97396;116.298106
6401030011100100;64010300111001;64;1;030;011;1001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN BARU;KEBUN SAWIT;-1.98057;116.300301
6401030012000100;64010300120001;64;1;030;012;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 001;-2.01441;116.352086
6401030012000200;64010300120002;64;1;030;012;0002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 002;-1.98283;116.375265
6401030012000300;64010300120003;64;1;030;012;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 003;-1.945;116.325081
6401030012000400;64010300120004;64;1;030;012;0004;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 004;-1.93999;116.37134
6401030012000500;64010300120005;64;1;030;012;0005;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 005;-1.8962;116.361102
6401030012000600;64010300120006;64;1;030;012;0006;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 006;-2.04423;116.383453
6401030012000700;64010300120007;64;1;030;012;0007;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 007;-2.02306;116.305368
6401030012000800;64010300120008;64;1;030;012;0008;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 008;-2.03936;116.362481
6401030012000900;64010300120009;64;1;030;012;0009;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 009;-2.02673;116.383575
6401030012001000;64010300120010;64;1;030;012;0010;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 010;-2.03014;116.431673
6401030012001100;64010300120011;64;1;030;012;0011;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 011;-2.00831;116.378377
6401030012001200;64010300120012;64;1;030;012;0012;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 012;-2.05549;116.364514
6401030012001300;64010300120013;64;1;030;012;0013;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 013;-2.03881;116.40327
6401030012001400;64010300120014;64;1;030;012;0014;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 014;-2.00396;116.418417
6401030012001500;64010300120015;64;1;030;012;0015;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;RT 015;-2.03141;116.340121
6401030013000100;64010300130001;64;1;030;013;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;RT 001;-1.96935;116.11847
6401030013000200;64010300130002;64;1;030;013;0002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;RT 002;-1.97918;116.125904
6401030013000300;64010300130003;64;1;030;013;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;RT 003;-1.93433;116.123051
6401030013000400;64010300130004;64;1;030;013;0004;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;RT 004;-1.92277;116.119912
6401030013000500;64010300130005;64;1;030;013;0005;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;RT 005;-1.92705;116.126293
6401030014000100;64010300140001;64;1;030;014;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUNGE BATU;RT 001;-1.92309;116.450463
6401030014000200;64010300140002;64;1;030;014;0002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUNGE BATU;RT 002;-1.94941;116.443638
6401030014000300;64010300140003;64;1;030;014;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUNGE BATU;RT 003;-1.93731;116.419234
6401030015000100;64010300150001;64;1;030;015;0001;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUATANG KETEBAN;RT 001;-1.9616;116.196024
6401030015000200;64010300150002;64;1;030;015;0002;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUATANG KETEBAN;RT 002;-1.95578;116.190938
6401030015000300;64010300150003;64;1;030;015;0003;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUATANG KETEBAN;RT 003;-1.94579;116.199274
6401030015000400;64010300150004;64;1;030;015;0004;0;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SUATANG KETEBAN;RT 004;-1.96769;116.175941
6401040001000100;64010400010001;64;1;040;001;0001;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 001;-1.85691;116.169927
6401040001000200;64010400010002;64;1;040;001;0002;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 002;-1.85145;116.156482
6401040001000300;64010400010003;64;1;040;001;0003;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 003;-1.8359;116.155127
6401040001000400;64010400010004;64;1;040;001;0004;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 004;-1.86487;116.135081
6401040001000500;64010400010005;64;1;040;001;0005;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 005;-1.83142;116.140237
6401040001000600;64010400010006;64;1;040;001;0006;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 006;-1.85492;116.163649
6401040001000700;64010400010007;64;1;040;001;0007;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 007;-1.84738;116.164327
6401040001000801;64010400010008;64;1;040;001;0008;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 008;-1.86088;116.17239
6401040001000802;64010400010008;64;1;040;001;0008;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 008;-1.82472;116.182628
6401040001000803;64010400010008;64;1;040;001;0008;3;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;RT 008;-1.86143;116.174223
6401040002000100;64010400020001;64;1;040;002;0001;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 001;-1.85799;116.160418
6401040002000200;64010400020002;64;1;040;002;0002;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 002;-1.85521;116.153979
6401040002000300;64010400020003;64;1;040;002;0003;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 003;-1.86373;116.147365
6401040002000400;64010400020004;64;1;040;002;0004;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 004;-1.85594;116.150343
6401040002000500;64010400020005;64;1;040;002;0005;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 005;-1.85403;116.148735
6401040002000600;64010400020006;64;1;040;002;0006;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 006;-1.85929;116.153205
6401040002000700;64010400020007;64;1;040;002;0007;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 007;-1.86863;116.159188
6401040002000800;64010400020008;64;1;040;002;0008;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 008;-1.86276;116.152897
6401040002000900;64010400020009;64;1;040;002;0009;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 009;-1.86711;116.151958
6401040002001000;64010400020010;64;1;040;002;0010;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 010;-1.87253;116.151827
6401040002001100;64010400020011;64;1;040;002;0011;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;RT 011;-1.86516;116.152538
6401040003000100;64010400030001;64;1;040;003;0001;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 001;-1.91361;116.178045
6401040003000201;64010400030002;64;1;040;003;0002;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 002;-1.90361;116.186163
6401040003000202;64010400030002;64;1;040;003;0002;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 002;-1.90292;116.184694
6401040003000300;64010400030003;64;1;040;003;0003;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 003;-1.89739;116.18447
6401040003000401;64010400030004;64;1;040;003;0004;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 004;-1.88952;116.177419
6401040003000402;64010400030004;64;1;040;003;0004;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 004;-1.88695;116.1845
6401040003000501;64010400030005;64;1;040;003;0005;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 005;-1.87998;116.174431
6401040003000502;64010400030005;64;1;040;003;0005;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 005;-1.87899;116.178698
6401040003000503;64010400030005;64;1;040;003;0005;3;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 005;-1.87905;116.17655
6401040003000601;64010400030006;64;1;040;003;0006;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 006;-1.88713;116.166361
6401040003000602;64010400030006;64;1;040;003;0006;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 006;-1.88068;116.166707
6401040003000603;64010400030006;64;1;040;003;0006;3;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 006;-1.8868;116.173347
6401040003000604;64010400030006;64;1;040;003;0006;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 006;-1.88797;116.172169
6401040003000700;64010400030007;64;1;040;003;0007;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 007;-1.89265;116.151439
6401040003000800;64010400030008;64;1;040;003;0008;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 008;-1.92059;116.162715
6401040003000901;64010400030009;64;1;040;003;0009;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 009;-1.89489;116.180273
6401040003000902;64010400030009;64;1;040;003;0009;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 009;-1.89351;116.183376
6401040003001001;64010400030010;64;1;040;003;0010;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 010;-1.87524;116.185791
6401040003001002;64010400030010;64;1;040;003;0010;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 010;-1.88077;116.186468
6401040003001100;64010400030011;64;1;040;003;0011;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 011;-1.90316;116.160342
6401040003001200;64010400030012;64;1;040;003;0012;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TEPIAN BATANG;RT 012;-1.8686;116.174606
6401040004000101;64010400040001;64;1;040;004;0001;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 001 RW 001;-1.92182;116.201222
6401040004000102;64010400040001;64;1;040;004;0001;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 001 RW 001;-1.9207;116.200059
6401040004000201;64010400040002;64;1;040;004;0002;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 002 RW 001;-1.92095;116.198901
6401040004000202;64010400040002;64;1;040;004;0002;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 002 RW 001;-1.91683;116.198178
6401040004000300;64010400040003;64;1;040;004;0003;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 003 RW 001;-1.91829;116.199577
6401040004000401;64010400040004;64;1;040;004;0004;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 004 RW 001;-1.91111;116.200027
6401040004000402;64010400040004;64;1;040;004;0004;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 004 RW 001;-1.90705;116.202394
6401040004000500;64010400040005;64;1;040;004;0005;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 007 RW 001;-1.91538;116.199092
6401040004000600;64010400040006;64;1;040;004;0006;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 001 RW 002;-1.91744;116.196977
6401040004000700;64010400040007;64;1;040;004;0007;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 002 RW 002;-1.91708;116.195563
6401040004000800;64010400040008;64;1;040;004;0008;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 004 RW 002;-1.91883;116.196349
6401040004000900;64010400040009;64;1;040;004;0009;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 002;-1.91515;116.194355
6401040004001000;64010400040010;64;1;040;004;0010;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 006 RW 002;-1.91513;116.19626
6401040004001100;64010400040011;64;1;040;004;0011;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 008 RW 002;-1.91501;116.195257
6401040004001200;64010400040012;64;1;040;004;0012;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 009 RW 002;-1.91515;116.197381
6401040004001301;64010400040013;64;1;040;004;0013;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 013 RW 002;-1.92301;116.197835
6401040004001302;64010400040013;64;1;040;004;0013;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 013 RW 002;-1.92049;116.196832
6401040004001400;64010400040014;64;1;040;004;0014;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 015 RW 002;-1.91508;116.193417
6401040004001500;64010400040015;64;1;040;004;0015;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 001 RW 003;-1.91242;116.194233
6401040004001600;64010400040016;64;1;040;004;0016;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 002 RW 003;-1.91045;116.191186
6401040004001700;64010400040017;64;1;040;004;0017;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 003 RW 003;-1.90683;116.188644
6401040004001800;64010400040018;64;1;040;004;0018;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 004 RW 003;-1.90849;116.193101
6401040004001901;64010400040019;64;1;040;004;0019;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.91122;116.196126
6401040004001902;64010400040019;64;1;040;004;0019;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.91246;116.197682
6401040004001903;64010400040019;64;1;040;004;0019;3;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.91342;116.197802
6401040004001904;64010400040019;64;1;040;004;0019;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.91307;116.197973
6401040004001905;64010400040019;64;1;040;004;0019;5;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.91271;116.198145
6401040004001906;64010400040019;64;1;040;004;0019;6;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.91238;116.198314
6401040004001907;64010400040019;64;1;040;004;0019;7;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 003;-1.9121;116.198465
6401040004002000;64010400040020;64;1;040;004;0020;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 006 RW 003;-1.91208;116.192794
6401040004002101;64010400040021;64;1;040;004;0021;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 007 RW 003;-1.90916;116.188706
6401040004002102;64010400040021;64;1;040;004;0021;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 007 RW 003;-1.91052;116.18852
6401040004002200;64010400040022;64;1;040;004;0022;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 009 RW 003;-1.90536;116.190099
6401040004002300;64010400040023;64;1;040;004;0023;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 010 RW 003;-1.91316;116.195833
6401040004002400;64010400040024;64;1;040;004;0024;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 001 RW 004;-1.90404;116.194549
6401040004002500;64010400040025;64;1;040;004;0025;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 002 RW 004;-1.90819;116.194991
6401040004002601;64010400040026;64;1;040;004;0026;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 003 RW 004;-1.90171;116.189459
6401040004002602;64010400040026;64;1;040;004;0026;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 003 RW 004;-1.8983;116.189861
6401040004002700;64010400040027;64;1;040;004;0027;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 004 RW 004;-1.90073;116.186873
6401040004002801;64010400040028;64;1;040;004;0028;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 004;-1.90186;116.196795
6401040004002802;64010400040028;64;1;040;004;0028;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 004;-1.90099;116.1955
6401040004002803;64010400040028;64;1;040;004;0028;3;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 004;-1.89947;116.197365
6401040004002804;64010400040028;64;1;040;004;0028;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 004;-1.89954;116.195452
6401040004002805;64010400040028;64;1;040;004;0028;5;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 005 RW 004;-1.898;116.19518
6401040004002900;64010400040029;64;1;040;004;0029;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 006 RW 004;-1.90257;116.193782
6401040004003000;64010400040030;64;1;040;004;0030;0;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;RT 007 RW 004;-1.90348;116.197044
